municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Las Rozas de Madrid                         ;2020/04/13 07:00:00;217;226,4;482;502,88;1277  
Moraleja de Enmedio                         ;2020/04/13 07:00:00;6;112,02;18;336,07;0894  
Valdaracete                                 ;2020/04/13 07:00:00;;494,23;;823,72;1551  
Pozuelo del Rey                             ;2020/04/13 07:00:00;;0;;202,02;1163  
Puebla de la Sierra                         ;2020/04/13 07:00:00;;0;;0;1185  
Perales de Tajuña                           ;2020/04/13 07:00:00;;80,58;7;188,02;1104  
Valdemorillo                                ;2020/04/13 07:00:00;15;123,75;26;214,5;1603  
Navalafuente                                ;2020/04/13 07:00:00;;251,89;;377,83;0941  
Velilla de San Antonio                      ;2020/04/13 07:00:00;22;176,1;52;416,23;1678  
Villanueva de la Cañada                     ;2020/04/13 07:00:00;18;73,82;68;278,87;1760  
Villanueva del Pardillo                     ;2020/04/13 07:00:00;12;71,05;59;349,34;1776  
Nuevo Baztán                                ;2020/04/13 07:00:00;7;105,31;24;361,07;1006  
Villamantilla                               ;2020/04/13 07:00:00;;0;7;829,38;1757  
Villamanta                                  ;2020/04/13 07:00:00;6;281,56;7;328,48;1744  
Cabanillas de la Sierra                     ;2020/04/13 07:00:00;;690,85;9;1554,4;0297  
Cenicientos                                 ;2020/04/13 07:00:00;;254,97;17;866,9;0376  
Puentes Viejas                              ;2020/04/13 07:00:00;;218,82;;437,64;9020  
Aranjuez                                    ;2020/04/13 07:00:00;130;204,95;359;565,97;0133  
Cercedilla                                  ;2020/04/13 07:00:00;31;414,05;69;921,6;0382  
Santorcaz                                   ;2020/04/13 07:00:00;;176,68;7;1236,75;1369  
Coslada                                     ;2020/04/13 07:00:00;239;270,35;622;703,6;0493  
Morata de Tajuña                            ;2020/04/13 07:00:00;15;193,12;81;1042,87;0915  
Robregordo                                  ;2020/04/13 07:00:00;;0;;0;1261  
Navarredonda y San Mamés                    ;2020/04/13 07:00:00;;0;;1204,82;0973  
Venturada                                   ;2020/04/13 07:00:00;;0;;70,82;1697  
Navacerrada                                 ;2020/04/13 07:00:00;;143,47;10;358,68;0936  
Montejo de la Sierra                        ;2020/04/13 07:00:00;;279,33;;279,33;0881  
Fresno de Torote                            ;2020/04/13 07:00:00;;249,79;13;1082,43;0571  
Pinilla del Valle                           ;2020/04/13 07:00:00;;0;;0;1126  
Valdemaqueda                                ;2020/04/13 07:00:00;;233,92;;350,88;1599  
Navas del Rey                               ;2020/04/13 07:00:00;6;203,8;42;1426,63;0992  
Olmeda de las Fuentes                       ;2020/04/13 07:00:00;;0;;1244,81;1013  
Bustarviejo                                 ;2020/04/13 07:00:00;;112,55;;281,37;0284  
Becerril de la Sierra                       ;2020/04/13 07:00:00;9;155,93;20;346,5;0186  
Fuenlabrada                                 ;2020/04/13 07:00:00;416;203,91;1200;588,19;0587  
Garganta de los Montes                      ;2020/04/13 07:00:00;;0;;364,96;0626  
Pinto                                       ;2020/04/13 07:00:00;52;97,83;174;327,36;1132  
Alameda del Valle                           ;2020/04/13 07:00:00;;0;;0;0035  
Berzosa del Lozoya                          ;2020/04/13 07:00:00;;1315,79;;1315,79;0203  
Los Santos de la Humosa                     ;2020/04/13 07:00:00;;238,24;18;1072,07;1375  
El Álamo                                    ;2020/04/13 07:00:00;12;121,54;33;334,24;0040  
Pelayos de la Presa                         ;2020/04/13 07:00:00;;150,09;15;562,85;1090  
Galapagar                                   ;2020/04/13 07:00:00;48;144,71;129;388,91;0611  
Griñón                                      ;2020/04/13 07:00:00;22;190,54;59;511;0663  
Gargantilla del Lozoya y Pinilla de Buitrago;2020/04/13 07:00:00;;0;;1027,4;0632  
Aldea del Fresno                            ;2020/04/13 07:00:00;;165,78;30;994,69;0088  
Carabaña                                    ;2020/04/13 07:00:00;;171,62;11;629,29;0357  
Talamanca de Jarama                         ;2020/04/13 07:00:00;12;383,14;20;638,57;1454  
Chapinería                                  ;2020/04/13 07:00:00;;131,12;6;262,24;0513  
Ciempozuelos                                ;2020/04/13 07:00:00;29;112,99;139;541,57;0409  
Ajalvir                                     ;2020/04/13 07:00:00;;105,35;9;189,63;0029  
San Lorenzo de El Escorial                  ;2020/04/13 07:00:00;23;129,83;63;355,63;1317  
Gascones                                    ;2020/04/13 07:00:00;;0;;0;0647  
San Martín de la Vega                       ;2020/04/13 07:00:00;18;88,39;61;299,53;1322  
Móstoles                                    ;2020/04/13 07:00:00;604;276,37;1446;661,64;0920  
Leganés                                     ;2020/04/13 07:00:00;1120;568,79;2417;1227,48;0745  
Braojos                                     ;2020/04/13 07:00:00;;621,12;;1242,24;0246  
Cubas de la Sagra                           ;2020/04/13 07:00:00;6;108,21;18;324,62;0506  
Algete                                      ;2020/04/13 07:00:00;43;193,65;81;364,78;0091  
Mejorada del Campo                          ;2020/04/13 07:00:00;66;269,32;149;608,01;0843  
Loeches                                     ;2020/04/13 07:00:00;20;288,56;47;678,11;0758  
Parla                                       ;2020/04/13 07:00:00;210;153,61;587;429,39;1065  
Fuentidueña de Tajo                         ;2020/04/13 07:00:00;;50,43;15;756,43;0604  
Ambite                                      ;2020/04/13 07:00:00;;601,2;6;1202,4;0112  
Torremocha de Jarama                        ;2020/04/13 07:00:00;;124,53;8;996,26;1533  
Anchuelo                                    ;2020/04/13 07:00:00;;261,78;7;916,23;0127  
Los Molinos                                 ;2020/04/13 07:00:00;15;374,34;36;898,43;0875  
Soto del Real                               ;2020/04/13 07:00:00;22;224,58;49;500,2;1441  
Valverde de Alcalá                          ;2020/04/13 07:00:00;;375,94;6;2255,64;1662  
Fuente el Saz de Jarama                     ;2020/04/13 07:00:00;13;152,22;20;234,19;0590  
Horcajo de la Sierra-Aoslos                 ;2020/04/13 07:00:00;;1470,59;;4411,76;0702  
Valdeolmos-Alalpardo                        ;2020/04/13 07:00:00;;73,8;8;295,2;1625  
Campo Real                                  ;2020/04/13 07:00:00;14;232,4;21;348,61;0339  
Valdeavero                                  ;2020/04/13 07:00:00;;94,97;7;664,77;1564  
Villamanrique de Tajo                       ;2020/04/13 07:00:00;;146,84;;440,53;1739  
Cobeña                                      ;2020/04/13 07:00:00;9;120,69;29;388,9;0416  
Fresnedillas de la Oliva                    ;2020/04/13 07:00:00;;73,53;;220,59;0565  
Valdilecha                                  ;2020/04/13 07:00:00;;196;12;470,4;1659  
El Berrueco                                 ;2020/04/13 07:00:00;;778,82;7;1090,34;0210  
Pezuela de las Torres                       ;2020/04/13 07:00:00;;0;;384,62;1111  
Villar del Olmo                             ;2020/04/13 07:00:00;;298,51;;398,01;1795  
Guadarrama                                  ;2020/04/13 07:00:00;45;284,85;85;538,04;0685  
San Martín de Valdeiglesias                 ;2020/04/13 07:00:00;17;199,32;51;597,96;1338  
Torrelodones                                ;2020/04/13 07:00:00;40;154,24;103;397,16;1527  
Boadilla del Monte                          ;2020/04/13 07:00:00;72;136,27;200;378,52;0225  
Torrejón de Velasco                         ;2020/04/13 07:00:00;;101,24;14;354,34;1505  
Villanueva de Perales                       ;2020/04/13 07:00:00;;414,94;;518,67;1782  
Tielmes                                     ;2020/04/13 07:00:00;;133,16;28;1242,79;1467  
San Sebastián de los Reyes                  ;2020/04/13 07:00:00;187;203,83;357;389,14;1343  
Guadalix de la Sierra                       ;2020/04/13 07:00:00;12;201,17;27;452,64;0679  
Humanes de Madrid                           ;2020/04/13 07:00:00;32;155,28;85;412,46;0730  
Chinchón                                    ;2020/04/13 07:00:00;11;213,14;23;445,65;0528  
Cadalso de los Vidrios                      ;2020/04/13 07:00:00;;32,86;;164,31;0318  
Hoyo de Manzanares                          ;2020/04/13 07:00:00;9;117,48;19;248,01;0724  
Torrejón de la Calzada                      ;2020/04/13 07:00:00;8;92,8;21;243,59;1492  
Estremera                                   ;2020/04/13 07:00:00;;247,12;;329,49;0552  
Corpa                                       ;2020/04/13 07:00:00;;0;6;1438,85;0480  
Meco                                        ;2020/04/13 07:00:00;29;207,41;114;815,33;0838  
Madarcos                                    ;2020/04/13 07:00:00;;0;;0;0783  
Zarzalejo                                   ;2020/04/13 07:00:00;;186,68;;248,91;1837  
Arganda del Rey                             ;2020/04/13 07:00:00;121;208,82;272;469,42;0148  
Collado Mediano                             ;2020/04/13 07:00:00;7;106,5;12;182,57;0468  
Daganzo de Arriba                           ;2020/04/13 07:00:00;11;101,53;36;332,29;0534  
Manzanares El Real                          ;2020/04/13 07:00:00;14;161,51;28;323,03;0822  
Buitrago del Lozoya                         ;2020/04/13 07:00:00;;88,3;11;485,65;0278  
Valdelaguna                                 ;2020/04/13 07:00:00;;121,36;;121,36;1570  
Valdepiélagos                               ;2020/04/13 07:00:00;;0;;0;1631  
Casarrubuelos                               ;2020/04/13 07:00:00;;88,03;9;264,08;0360  
Miraflores de la Sierra                     ;2020/04/13 07:00:00;9;163,1;29;525,55;0856  
Paracuellos de Jarama                       ;2020/04/13 07:00:00;26;113;61;265,11;1049  
El Vellón                                   ;2020/04/13 07:00:00;;211,27;11;774,65;1684  
Lozoya                                      ;2020/04/13 07:00:00;;0;;236,97;0761  
Collado Villalba                            ;2020/04/13 07:00:00;120;173,22;260;375,32;0474  
Colmenarejo                                 ;2020/04/13 07:00:00;10;123,62;23;284,34;0442  
Villavieja del Lozoya                       ;2020/04/13 07:00:00;;0;;0;1821  
Prádena del Rincón                          ;2020/04/13 07:00:00;;0;;0;1179  
La Cabrera                                  ;2020/04/13 07:00:00;;164,96;9;296,93;0301  
Sevilla la Nueva                            ;2020/04/13 07:00:00;21;211,08;34;341,74;1415  
La Acebeda                                  ;2020/04/13 07:00:00;;0;;0;0014  
Redueña                                     ;2020/04/13 07:00:00;;0;;584,8;1219  
Robledillo de la Jara                       ;2020/04/13 07:00:00;;1851,85;;1851,85;1245  
La Serna del Monte                          ;2020/04/13 07:00:00;;0;;0;1381  
Colmenar de Oreja                           ;2020/04/13 07:00:00;9;125,05;21;291,79;0437  
Rozas de Puerto Real                        ;2020/04/13 07:00:00;;255,1;;255,1;1283  
Valdemanco                                  ;2020/04/13 07:00:00;;135,14;;135,14;1586  
Brunete                                     ;2020/04/13 07:00:00;10;88,56;50;442,79;0262  
Titulcia                                    ;2020/04/13 07:00:00;;100,6;;503,02;1473  
Villa del Prado                             ;2020/04/13 07:00:00;28;424,44;53;803,4;1718  
Lozoyuela-Navas-Sieteiglesias               ;2020/04/13 07:00:00;;261,55;;261,55;9015  
Quijorna                                    ;2020/04/13 07:00:00;;254,71;12;611,31;1198  
Valdemoro                                   ;2020/04/13 07:00:00;91;119,11;558;730,39;1610  
Tres Cantos                                 ;2020/04/13 07:00:00;138;287,2;254;528,62;9036  
Torrelaguna                                 ;2020/04/13 07:00:00;9;177,87;14;276,68;1512  
Rivas-Vaciamadrid                           ;2020/04/13 07:00:00;168;195,05;444;515,49;1230  
El Atazar                                   ;2020/04/13 07:00:00;;0;;0;0164  
Pedrezuela                                  ;2020/04/13 07:00:00;9;162,63;15;271,05;1087  
Santa María de la Alameda                   ;2020/04/13 07:00:00;;105,71;;105,71;1356  
Horcajuelo de la Sierra                     ;2020/04/13 07:00:00;;0;;0;0719  
Arroyomolinos                               ;2020/04/13 07:00:00;57;218,48;126;482,96;0151  
Moralzarzal                                 ;2020/04/13 07:00:00;26;199,66;52;399,32;0908  
Canencia                                    ;2020/04/13 07:00:00;;271;;271;0344  
Villarejo de Salvanés                       ;2020/04/13 07:00:00;12;157,46;33;433,01;1809  
Serranillos del Valle                       ;2020/04/13 07:00:00;11;289,55;25;658,07;1408  
Villaviciosa de Odón                        ;2020/04/13 07:00:00;40;144,2;148;533,53;1816  
Camarma de Esteruelas                       ;2020/04/13 07:00:00;7;98,36;35;491,78;0323  
Robledo de Chavela                          ;2020/04/13 07:00:00;9;238,73;12;318,3;1258  
Patones                                     ;2020/04/13 07:00:00;;655,02;;873,36;1071  
Navalagamella                               ;2020/04/13 07:00:00;;44,44;;222,22;0954  
Rascafría                                   ;2020/04/13 07:00:00;;203,67;;339,44;1202  
El Boalo                                    ;2020/04/13 07:00:00;14;221,34;24;379,45;0231  
Majadahonda                                 ;2020/04/13 07:00:00;99;126,97;337;432,22;0800  
Batres                                      ;2020/04/13 07:00:00;;224,72;8;1797,75;0170  
Alcobendas                                  ;2020/04/13 07:00:00;226;186,45;494;407,54;0066  
Alcalá de Henares                           ;2020/04/13 07:00:00;463;221,48;2026;969,16;0053  
Colmenar Viejo                              ;2020/04/13 07:00:00;146;289,67;251;497,99;0455  
San Fernando de Henares                     ;2020/04/13 07:00:00;117;278,39;301;716,21;1300  
Villalbilla                                 ;2020/04/13 07:00:00;11;98,43;81;724,83;1723  
El Escorial                                 ;2020/04/13 07:00:00;15;90,24;47;282,74;0549  
Colmenar del Arroyo                         ;2020/04/13 07:00:00;;0;;259,24;0421  
Torrejón de Ardoz                           ;2020/04/13 07:00:00;185;133,78;808;584,28;1489  
Piñuécar-Gandullas                          ;2020/04/13 07:00:00;;0;;0;1147  
